,date,open,close,high,low,volume,code
63,2001-11-29,-179.872,-179.904,-179.838,-179.908,3046.18,600519
64,2001-11-30,-179.904,-179.813,-179.794,-179.909,4070.97,600519
65,2001-12-03,-179.812,-179.666,-179.648,-179.813,16037.05,600519
66,2001-12-04,-179.652,-179.659,-179.648,-179.73,6894.99,600519
67,2001-12-05,-179.518,-179.696,-179.518,-179.703,15028.35,600519
68,2001-12-06,-179.714,-179.685,-179.643,-179.732,6372.22,600519
69,2001-12-07,-179.678,-179.721,-179.661,-179.732,3908.2,600519
70,2001-12-10,-179.696,-179.698,-179.682,-179.748,4161.56,600519
71,2001-12-11,-179.696,-179.76,-179.696,-179.765,3580.02,600519
72,2001-12-12,-179.767,-179.737,-179.678,-179.767,4632.67,600519
73,2001-12-13,-179.765,-179.828,-179.701,-179.838,3540.45,600519
74,2001-12-14,-179.87,-179.838,-179.785,-179.87,2841.25,600519
75,2001-12-17,-179.854,-179.81,-179.765,-179.865,4413.89,600519
76,2001-12-18,-179.788,-179.714,-179.703,-179.856,4821.2,600519
77,2001-12-19,-179.714,-179.703,-179.609,-179.762,9620.01,600519
78,2001-12-20,-179.714,-179.916,-179.714,-179.936,11362.23,600519
79,2001-12-21,-179.927,-179.719,-179.701,-179.927,8135.04,600519
80,2001-12-24,-179.698,-179.621,-179.474,-179.73,27250.79,600519
81,2001-12-25,-179.616,-179.607,-179.568,-179.705,12182.6,600519
82,2001-12-26,-179.6,-179.485,-179.474,-179.678,16809.52,600519
83,2001-12-27,-179.479,-179.462,-179.369,-179.533,23284.78,600519
84,2001-12-28,-179.465,-179.465,-179.412,-179.54,12279.32,600519
85,2001-12-31,-179.399,-179.243,-179.11,-179.437,52195.41,600519
86,2002-01-04,-179.213,-179.421,-179.199,-179.438,29109.62,600519
87,2002-01-07,-179.492,-179.456,-179.43,-179.575,18942.95,600519
88,2002-01-08,-179.518,-179.591,-179.414,-179.611,13286.64,600519
89,2002-01-09,-179.607,-179.541,-179.486,-179.634,10606.82,600519
90,2002-01-10,-179.522,-179.476,-179.449,-179.634,18815.55,600519
91,2002-01-11,-179.517,-179.687,-179.494,-179.696,11834.75,600519
92,2002-01-14,-179.749,-179.678,-179.625,-179.797,18718.51,600519
93,2002-01-15,-179.7,-179.6,-179.509,-179.712,18247.41,600519
94,2002-01-16,-179.611,-179.634,-179.524,-179.803,13974.33,600519
95,2002-01-17,-179.661,-179.863,-179.609,-179.927,24180.31,600519
96,2002-01-18,-179.909,-179.581,-179.54,-179.927,32262.08,600519
97,2002-01-21,-179.643,-179.719,-179.589,-179.771,15755.93,600519
98,2002-01-22,-179.732,-179.618,-179.527,-179.732,13485.67,600519
99,2002-01-23,-179.581,-179.408,-179.403,-179.661,23336.48,600519
100,2002-01-24,-179.454,-179.467,-179.364,-179.554,26615.8,600519
101,2002-01-25,-179.476,-179.501,-179.417,-179.554,13941.12,600519
102,2002-01-28,-179.518,-179.787,-179.467,-179.82,21667.82,600519
103,2002-01-29,-179.838,-179.756,-179.661,-179.877,11872.0,600519
104,2002-01-30,-179.767,-179.771,-179.646,-179.838,8419.22,600519
105,2002-01-31,-179.696,-179.412,-179.341,-179.696,40828.3,600519
106,2002-02-01,-179.43,-179.508,-179.344,-179.536,17345.03,600519
107,2002-02-04,-179.486,-179.355,-179.314,-179.518,16510.19,600519
108,2002-02-05,-179.353,-179.358,-179.22,-179.406,11195.73,600519
109,2002-02-06,-179.366,-179.486,-179.321,-179.502,9668.54,600519
110,2002-02-07,-179.486,-179.446,-179.355,-179.497,6688.17,600519
111,2002-02-08,-179.412,-179.403,-179.305,-179.415,12569.31,600519
112,2002-02-26,-179.342,-179.382,-179.252,-179.438,14815.99,600519
113,2002-02-27,-179.367,-179.353,-179.323,-179.43,8290.81,600519
114,2002-02-28,-179.341,-179.341,-179.259,-179.38,12506.98,600519
115,2002-03-01,-179.35,-179.449,-179.314,-179.483,7421.45,600519
116,2002-03-04,-179.456,-179.334,-179.326,-179.497,5224.85,600519
117,2002-03-05,-179.33,-179.236,-179.145,-179.366,22188.87,600519
118,2002-03-06,-179.199,-179.277,-179.149,-179.337,18620.14,600519
119,2002-03-07,-179.305,-179.252,-179.234,-179.332,13616.02,600519
120,2002-03-08,-179.243,-179.051,-179.024,-179.243,35326.81,600519
121,2002-03-11,-179.04,-179.083,-179.04,-179.151,17606.0,600519
122,2002-03-12,-179.083,-179.252,-179.083,-179.252,17251.85,600519
123,2002-03-13,-179.286,-179.298,-179.199,-179.307,7793.99,600519
124,2002-03-14,-179.321,-179.231,-179.216,-179.332,6387.74,600519
125,2002-03-15,-179.337,-179.355,-179.181,-179.367,11892.88,600519
126,2002-03-18,-179.319,-179.341,-179.199,-179.358,6070.27,600519
127,2002-03-19,-179.323,-179.207,-179.184,-179.337,6774.04,600519
128,2002-03-20,-179.199,-179.168,-179.074,-179.216,15031.33,600519
129,2002-03-21,-179.11,-179.177,-179.063,-179.223,15037.21,600519
130,2002-03-22,-179.177,-179.245,-179.163,-179.266,7972.76,600519
131,2002-03-25,-179.254,-179.202,-179.181,-179.287,4315.07,600519
132,2002-03-26,-179.216,-179.305,-179.199,-179.319,6239.09,600519
133,2002-03-27,-179.314,-179.323,-179.259,-179.357,4991.01,600519
134,2002-03-28,-179.339,-179.339,-179.291,-179.341,5291.57,600519
135,2002-03-29,-179.341,-179.472,-179.332,-179.501,10625.47,600519
136,2002-04-01,-179.49,-179.412,-179.378,-179.497,2766.05,600519
137,2002-04-02,-179.41,-179.515,-179.383,-179.552,7329.33,600519
138,2002-04-03,-179.515,-179.522,-179.465,-179.55,6019.45,600519
139,2002-04-04,-179.524,-179.415,-179.412,-179.605,5161.43,600519
140,2002-04-05,-179.38,-179.469,-179.351,-179.501,3046.85,600519
141,2002-04-08,-179.465,-179.518,-179.447,-179.527,2300.46,600519
142,2002-04-09,-179.518,-179.442,-179.43,-179.54,3291.57,600519
143,2002-04-10,-179.442,-179.433,-179.382,-179.483,3423.83,600519
144,2002-04-11,-179.431,-179.431,-179.362,-179.446,6797.99,600519
145,2002-04-12,-179.408,-179.341,-179.302,-179.426,4519.28,600519
146,2002-04-15,-179.259,-179.36,-179.252,-179.412,2925.94,600519
147,2002-04-16,-179.362,-179.294,-179.287,-179.362,6036.15,600519
148,2002-04-17,-179.252,-179.522,-179.252,-179.545,13219.28,600519
149,2002-04-18,-179.518,-179.627,-179.485,-179.629,8538.15,600519
150,2002-04-19,-179.627,-179.657,-179.616,-179.716,8854.32,600519
151,2002-04-22,-179.696,-179.662,-179.625,-179.714,4113.65,600519
152,2002-04-23,-179.662,-179.781,-179.662,-179.783,4088.22,600519
153,2002-04-24,-179.785,-179.831,-179.717,-179.845,5050.88,600519
154,2002-04-25,-179.856,-179.783,-179.753,-179.856,2596.76,600519
155,2002-04-26,-179.785,-179.693,-179.682,-179.803,2381.23,600519
156,2002-04-29,-179.661,-179.634,-179.518,-179.661,4665.21,600519
157,2002-04-30,-179.611,-179.661,-179.589,-179.705,5978.47,600519
158,2002-05-08,-179.641,-179.652,-179.607,-179.693,1700.49,600519
159,2002-05-09,-179.696,-179.691,-179.616,-179.696,1712.21,600519
160,2002-05-10,-179.687,-179.756,-179.673,-179.758,2688.5,600519
161,2002-05-13,-179.772,-179.803,-179.749,-179.806,2830.74,600519
162,2002-05-14,-179.803,-179.788,-179.611,-179.836,5070.03,600519
163,2002-05-15,-179.753,-179.813,-179.751,-179.838,2244.3,600519
164,2002-05-16,-179.829,-179.881,-179.81,-179.89,5549.83,600519
165,2002-05-17,-179.893,-179.867,-179.769,-179.918,3859.68,600519
166,2002-05-20,-179.876,-179.961,-179.876,-179.963,3353.69,600519
167,2002-05-21,-179.778,-179.868,-179.778,-179.892,5707.0,600519
168,2002-05-22,-179.856,-179.87,-179.788,-179.883,2974.06,600519
169,2002-05-23,-179.717,-179.838,-179.717,-179.856,1619.9,600519
170,2002-05-24,-179.872,-179.893,-179.838,-179.931,2407.35,600519
171,2002-05-27,-179.874,-179.854,-179.813,-179.893,1653.26,600519
172,2002-05-28,-179.838,-179.845,-179.776,-179.856,2614.9,600519
173,2002-05-29,-179.836,-179.915,-179.806,-179.934,2684.74,600519
174,2002-05-30,-179.895,-179.899,-179.863,-179.945,1962.25,600519
175,2002-05-31,-179.874,-179.883,-179.845,-179.909,1806.1,600519
176,2002-06-03,-179.892,-179.886,-179.872,-179.961,2290.22,600519
177,2002-06-04,-179.892,-179.963,-179.874,-180.051,1976.0,600519
178,2002-06-05,-179.963,-179.989,-179.963,-180.034,2224.75,600519
179,2002-06-06,-179.984,-179.876,-179.79,-180.034,5757.4,600519
180,2002-06-07,-179.909,-179.888,-179.845,-179.943,3622.16,600519
181,2002-06-10,-179.874,-179.938,-179.865,-179.961,1832.53,600519
182,2002-06-11,-179.918,-179.906,-179.87,-179.936,1539.2,600519
183,2002-06-12,-179.909,-179.854,-179.852,-179.954,2082.2,600519
184,2002-06-13,-179.856,-179.892,-179.82,-179.895,1623.0,600519
185,2002-06-14,-179.892,-179.936,-179.838,-179.945,947.11,600519
186,2002-06-17,-179.954,-179.936,-179.934,-179.998,1358.1,600519
187,2002-06-18,-179.927,-179.879,-179.86,-179.929,1636.99,600519
188,2002-06-19,-179.892,-179.922,-179.874,-179.927,833.5,600519
189,2002-06-20,-179.877,-179.895,-179.865,-179.916,1319.2,600519
190,2002-06-21,-179.874,-179.787,-179.749,-179.895,4266.51,600519
191,2002-06-24,-179.156,-179.309,-179.156,-179.518,61254.41,600519
192,2002-06-26,-179.469,-179.545,-179.447,-179.597,15423.0,600519
193,2002-06-27,-179.536,-179.557,-179.486,-179.589,5581.78,600519
194,2002-06-28,-179.572,-179.513,-179.451,-179.572,10763.73,600519
195,2002-07-01,-179.504,-179.554,-179.431,-179.557,4320.0,600519
196,2002-07-02,-179.554,-179.563,-179.554,-179.593,3935.07,600519
197,2002-07-03,-179.563,-179.579,-179.545,-179.607,5333.12,600519
198,2002-07-04,-179.575,-179.684,-179.572,-179.696,6669.87,600519
199,2002-07-05,-179.685,-179.668,-179.664,-179.696,6815.67,600519
200,2002-07-08,-179.664,-179.666,-179.614,-179.678,3192.72,600519
201,2002-07-09,-179.664,-179.675,-179.653,-179.691,3523.23,600519
202,2002-07-10,-179.675,-179.746,-179.653,-179.758,4622.79,600519
203,2002-07-11,-179.762,-179.709,-179.652,-179.762,2357.61,600519
204,2002-07-12,-179.698,-179.691,-179.664,-179.732,1588.49,600519
205,2002-07-15,-179.694,-179.712,-179.668,-179.714,1308.58,600519
206,2002-07-16,-179.753,-179.714,-179.673,-179.753,2316.49,600519
207,2002-07-17,-179.705,-179.714,-179.696,-179.758,1342.19,600519
208,2002-07-18,-179.687,-179.653,-179.609,-179.696,5893.89,600519
209,2002-07-19,-179.63,-179.627,-179.614,-179.65,2516.89,600519
210,2002-07-22,-179.575,-179.625,-179.572,-179.637,6103.57,600519
211,2002-07-23,-179.616,-179.652,-179.616,-179.694,2901.58,600519
212,2002-07-24,-179.643,-179.625,-179.609,-179.678,4663.87,600519
213,2002-07-25,-179.612,-179.671,-179.573,-179.71,1700.42,600519
214,2002-07-26,-179.634,-179.706,-179.634,-179.718,1558.24,600519
215,2002-07-29,-179.693,-179.792,-179.677,-179.814,2557.48,600519
216,2002-07-30,-179.794,-179.825,-179.78,-179.833,3445.96,600519
217,2002-07-31,-179.825,-179.865,-179.79,-179.878,2579.85,600519
218,2002-08-01,-179.872,-179.88,-179.831,-179.898,2000.89,600519
219,2002-08-02,-179.868,-179.843,-179.775,-179.917,1253.88,600519
220,2002-08-05,-179.841,-179.865,-179.829,-179.878,1078.12,600519
221,2002-08-06,-179.865,-179.845,-179.814,-179.884,2092.37,600519
222,2002-08-07,-179.843,-179.845,-179.829,-179.859,1355.79,600519
223,2002-08-08,-179.845,-179.87,-179.816,-179.888,1264.6,600519
224,2002-08-09,-179.886,-179.931,-179.859,-179.939,2490.2,600519
225,2002-08-12,-179.966,-180.005,-179.951,-180.005,2250.5,600519
226,2002-08-13,-179.986,-180.005,-179.986,-180.044,1704.13,600519
227,2002-08-14,-179.931,-179.931,-179.931,-180.005,2472.46,600519
228,2002-08-15,-179.931,-179.974,-179.931,-179.976,1259.55,600519
229,2002-08-16,-180.025,-179.966,-179.952,-180.064,2240.98,600519
230,2002-08-19,-179.968,-179.994,-179.947,-180.003,1108.96,600519
231,2002-08-20,-180.007,-179.947,-179.929,-180.007,2372.11,600519
232,2002-08-21,-179.927,-179.947,-179.927,-179.972,1694.51,600519
233,2002-08-22,-179.927,-179.892,-179.855,-179.947,4220.34,600519
234,2002-08-23,-179.898,-179.882,-179.859,-179.898,2431.41,600519
235,2002-08-26,-179.898,-179.98,-179.898,-179.988,2631.49,600519
236,2002-08-27,-179.98,-179.956,-179.947,-180.005,2584.41,600519
237,2002-08-28,-179.949,-180.013,-179.904,-180.025,3765.82,600519
238,2002-08-29,-180.015,-180.027,-179.99,-180.035,2899.37,600519
239,2002-08-30,-180.013,-180.031,-180.013,-180.04,1886.68,600519
240,2002-09-02,-180.035,-180.044,-180.025,-180.054,2341.3,600519
241,2002-09-03,-180.044,-179.999,-179.951,-180.044,2277.01,600519
242,2002-09-04,-179.999,-180.007,-179.968,-180.04,1788.69,600519
243,2002-09-05,-180.021,-180.064,-180.021,-180.064,2893.69,600519
244,2002-09-06,-180.054,-180.054,-180.033,-180.083,1859.62,600519
245,2002-09-09,-180.064,-180.109,-180.054,-180.119,2613.9,600519
246,2002-09-10,-180.123,-180.201,-180.103,-180.224,8057.12,600519
247,2002-09-11,-180.228,-180.298,-180.201,-180.396,9845.29,600519
248,2002-09-12,-180.318,-180.304,-180.269,-180.363,1716.59,600519
249,2002-09-13,-180.316,-180.287,-180.283,-180.334,1071.73,600519
250,2002-09-16,-180.296,-180.377,-180.285,-180.379,3923.51,600519
251,2002-09-17,-180.367,-180.338,-180.302,-180.392,2613.49,600519
252,2002-09-18,-180.32,-180.343,-180.32,-180.371,1616.06,600519
253,2002-09-19,-180.357,-180.318,-180.289,-180.402,3650.15,600519
254,2002-09-20,-180.324,-180.371,-180.324,-180.382,1372.98,600519
255,2002-09-23,-180.381,-180.429,-180.371,-180.435,2121.1,600519
256,2002-09-24,-180.435,-180.517,-180.429,-180.533,7148.54,600519
257,2002-09-25,-180.517,-180.455,-180.406,-180.517,3557.09,600519
258,2002-09-26,-180.443,-180.508,-180.443,-180.512,2168.07,600519
259,2002-09-27,-180.49,-180.478,-180.445,-180.517,1505.45,600519
260,2002-10-08,-180.484,-180.498,-180.484,-180.527,3589.77,600519
261,2002-10-09,-180.513,-180.566,-180.504,-180.596,2458.71,600519
262,2002-10-10,-180.572,-180.556,-180.508,-180.582,1087.67,600519
263,2002-10-11,-180.576,-180.596,-180.533,-180.611,1217.05,600519
264,2002-10-14,-180.533,-180.588,-180.533,-180.607,1095.29,600519
265,2002-10-15,-180.592,-180.556,-180.555,-180.601,2065.94,600519
266,2002-10-16,-180.556,-180.531,-180.476,-180.558,2261.33,600519
267,2002-10-17,-180.531,-180.594,-180.513,-180.611,1564.8,600519
268,2002-10-18,-180.611,-180.746,-180.576,-180.797,4635.33,600519
269,2002-10-21,-180.75,-180.738,-180.654,-180.797,1646.05,600519
270,2002-10-22,-180.715,-180.635,-180.601,-180.728,2105.71,600519
271,2002-10-23,-180.621,-180.684,-180.621,-180.703,1080.78,600519
272,2002-10-24,-180.689,-180.687,-180.635,-180.689,970.6,600519
273,2002-10-25,-180.687,-180.777,-180.685,-180.787,2368.12,600519
274,2002-10-28,-180.787,-180.912,-180.787,-180.924,4471.53,600519
275,2002-10-29,-180.807,-180.863,-180.807,-180.981,3198.69,600519
276,2002-10-30,-180.856,-180.899,-180.846,-180.912,2035.57,600519
277,2002-10-31,-180.899,-180.887,-180.811,-180.904,2817.3,600519
278,2002-11-01,-180.889,-180.861,-180.852,-180.912,1471.19,600519
279,2002-11-04,-180.861,-180.775,-180.775,-180.861,1995.03,600519
280,2002-11-05,-180.768,-180.727,-180.67,-180.805,3485.38,600519
281,2002-11-06,-180.719,-180.764,-180.713,-180.768,1622.65,600519
282,2002-11-07,-180.758,-180.781,-180.738,-180.803,2416.52,600519
283,2002-11-08,-180.67,-180.889,-180.67,-180.912,2717.56,600519
284,2002-11-11,-180.879,-180.902,-180.836,-180.942,1882.82,600519
285,2002-11-12,-180.895,-180.943,-180.85,-180.953,2395.89,600519
286,2002-11-13,-180.947,-180.91,-180.906,-180.969,1953.68,600519
287,2002-11-14,-180.908,-180.938,-180.879,-180.943,1688.32,600519
288,2002-11-15,-180.943,-180.94,-180.897,-180.973,2349.01,600519
289,2002-11-18,-180.943,-180.904,-180.893,-180.943,1947.19,600519
290,2002-11-19,-180.904,-180.82,-180.797,-180.92,3218.19,600519
291,2002-11-20,-180.811,-180.838,-180.768,-180.924,9579.38,600519
292,2002-11-21,-180.857,-180.932,-180.826,-180.934,4019.53,600519
293,2002-11-22,-180.904,-180.922,-180.854,-180.986,2429.25,600519
294,2002-11-25,-180.92,-180.869,-180.85,-180.983,3987.96,600519
295,2002-11-26,-180.846,-180.961,-180.826,-180.963,2054.54,600519
296,2002-11-27,-180.983,-180.977,-180.908,-181.018,3320.91,600519
297,2002-11-28,-180.965,-180.85,-180.826,-180.979,2492.03,600519
298,2002-12-02,-180.807,-180.906,-180.768,-180.92,5850.87,600519
299,2002-12-03,-180.92,-180.828,-180.822,-180.963,3103.85,600519
300,2002-12-04,-180.891,-180.816,-180.748,-180.891,4151.0,600519
301,2002-12-05,-180.83,-180.689,-180.635,-180.846,13020.18,600519
302,2002-12-06,-180.709,-180.707,-180.67,-180.744,3741.54,600519
303,2002-12-09,-180.709,-180.754,-180.689,-180.768,2902.58,600519
304,2002-12-10,-180.744,-180.814,-180.728,-180.826,2611.98,600519
305,2002-12-11,-180.836,-180.842,-180.816,-180.885,2546.8,600519
306,2002-12-12,-180.842,-180.793,-180.787,-180.879,3989.33,600519
307,2002-12-13,-180.943,-180.809,-180.762,-180.943,2223.1,600519
308,2002-12-16,-180.809,-180.727,-180.713,-180.832,7976.94,600519
309,2002-12-17,-180.727,-180.725,-180.689,-180.764,2926.15,600519
310,2002-12-18,-180.732,-180.756,-180.713,-180.764,2028.53,600519
311,2002-12-19,-180.756,-180.783,-180.75,-180.805,2310.04,600519
312,2002-12-20,-180.783,-180.742,-180.717,-180.783,1624.74,600519
313,2002-12-23,-180.693,-180.748,-180.689,-180.768,1984.55,600519
314,2002-12-24,-180.746,-180.756,-180.717,-180.811,848.16,600519
315,2002-12-25,-180.75,-180.813,-180.748,-180.814,1481.38,600519
316,2002-12-26,-180.816,-180.963,-180.807,-180.981,5145.61,600519
317,2002-12-27,-180.965,-180.936,-180.91,-181.0,3390.21,600519
318,2002-12-30,-180.94,-180.992,-180.94,-181.012,3002.2,600519
319,2002-12-31,-180.983,-181.01,-180.947,-181.012,1644.78,600519
320,2003-01-02,-181.002,-181.155,-181.002,-181.158,3565.3,600519
321,2003-01-03,-181.162,-181.162,-181.112,-181.198,1743.68,600519
322,2003-01-06,-181.182,-181.127,-181.119,-181.196,986.36,600519
323,2003-01-07,-181.129,-181.172,-181.108,-181.176,1450.5,600519
324,2003-01-08,-181.098,-181.041,-181.041,-181.162,1768.02,600519
325,2003-01-09,-181.047,-180.998,-180.967,-181.096,2602.57,600519
326,2003-01-10,-181.002,-181.02,-180.924,-181.045,2346.38,600519
327,2003-01-13,-181.061,-181.028,-181.002,-181.061,1403.8,600519
328,2003-01-14,-181.031,-180.828,-180.764,-181.065,9588.25,600519
329,2003-01-15,-180.809,-180.768,-180.674,-180.828,11451.68,600519
330,2003-01-16,-180.746,-180.687,-180.68,-180.775,7359.08,600519
331,2003-01-17,-180.674,-180.771,-180.674,-180.773,3795.18,600519
332,2003-01-20,-180.787,-180.799,-180.787,-180.854,2070.9,600519
333,2003-01-21,-180.797,-180.797,-180.709,-180.807,4787.44,600519
334,2003-01-22,-180.807,-180.838,-180.807,-180.846,1633.1,600519
335,2003-01-23,-180.846,-180.836,-180.807,-180.846,2167.49,600519
336,2003-01-24,-180.846,-180.826,-180.811,-180.846,2441.19,600519
337,2003-01-27,-180.844,-180.746,-180.728,-180.844,3955.68,600519
338,2003-01-28,-180.748,-180.74,-180.709,-180.771,3494.96,600519
339,2003-01-29,-180.74,-180.732,-180.709,-180.758,3302.19,600519
340,2003-02-10,-180.736,-180.787,-180.736,-180.807,1693.78,600519
341,2003-02-11,-180.83,-180.775,-180.771,-180.83,821.5,600519
342,2003-02-12,-180.768,-180.732,-180.719,-180.807,1477.3,600519
343,2003-02-13,-180.736,-180.777,-180.715,-180.777,2718.32,600519
344,2003-02-14,-180.787,-180.732,-180.711,-180.787,1904.75,600519
345,2003-02-17,-180.768,-180.797,-180.725,-180.803,1567.76,600519
346,2003-02-18,-180.803,-180.807,-180.787,-180.826,1048.19,600519
347,2003-02-19,-180.807,-180.791,-180.785,-180.816,1029.7,600519
348,2003-02-20,-180.785,-180.77,-180.748,-180.797,851.2,600519
349,2003-02-21,-180.801,-180.83,-180.787,-180.865,2268.93,600519
350,2003-02-24,-180.809,-180.844,-180.809,-180.863,615.66,600519
351,2003-02-25,-180.846,-180.73,-180.728,-180.85,1878.59,600519
352,2003-02-26,-180.719,-180.768,-180.699,-180.771,1082.15,600519
353,2003-02-27,-180.758,-180.76,-180.713,-180.793,1697.61,600519
354,2003-02-28,-180.732,-180.748,-180.732,-180.787,1360.45,600519
355,2003-03-03,-180.732,-180.631,-180.617,-180.732,6000.93,600519
356,2003-03-04,-180.631,-180.656,-180.623,-180.697,1909.5,600519
357,2003-03-05,-180.656,-180.547,-180.517,-180.687,9405.01,600519
358,2003-03-06,-180.533,-180.611,-180.533,-180.644,4507.69,600519
359,2003-03-07,-180.607,-180.648,-180.594,-180.67,2475.45,600519
360,2003-03-10,-180.641,-180.728,-180.629,-180.732,3103.4,600519
361,2003-03-11,-180.738,-180.748,-180.728,-180.797,1964.49,600519
362,2003-03-12,-180.75,-180.736,-180.728,-180.787,1177.17,600519
363,2003-03-13,-180.732,-180.721,-180.658,-180.738,1997.58,600519
364,2003-03-14,-180.732,-180.744,-180.721,-180.764,2756.42,600519
365,2003-03-17,-180.752,-180.783,-180.752,-180.809,4692.92,600519
366,2003-03-18,-180.787,-180.848,-180.768,-180.879,3147.9,600519
367,2003-03-19,-180.902,-180.922,-180.846,-180.932,3397.92,600519
368,2003-03-20,-180.904,-180.906,-180.82,-180.924,1968.4,600519
369,2003-03-21,-180.904,-180.82,-180.814,-180.904,2021.07,600519
370,2003-03-24,-180.822,-180.844,-180.807,-180.865,1718.7,600519
371,2003-03-25,-180.859,-180.904,-180.844,-180.924,2062.38,600519
372,2003-03-26,-180.904,-180.963,-180.816,-181.002,3589.51,600519
373,2003-03-27,-180.967,-180.879,-180.852,-181.02,2105.65,600519
374,2003-03-28,-180.865,-180.897,-180.856,-180.902,3810.7,600519
375,2003-03-31,-180.906,-180.895,-180.875,-180.908,3047.3,600519
376,2003-04-01,-180.893,-180.861,-180.856,-180.908,3729.84,600519
